"","language","category","uni_lemma","item_definition","lexical_category"
"448","Spanish (European)","action_words","care","cuidar","predicates"
"449","Spanish (Peruvian)","action_words","care","cuidar","predicates"
"450","Spanish (Peruvian)","outside","carousel","caballito/carrusel/juegos mecánicos","nouns"
"451","Spanish (Argentinian)","places","carousel","calesita","other"
"452","Spanish (European)","food_drink","carrot","zanahoria","nouns"
"453","Spanish (Mexican)","food_drink","carrot","zanahoria","nouns"
"454","Spanish (Peruvian)","food_drink","carrot","zanahoria","nouns"
"455","Spanish (Argentinian)","food_drink","carrot","zanahoria","nouns"
"456","Spanish (European)","animals","cat","gato","nouns"
"457","Spanish (Mexican)","animals","cat","gato","nouns"
"458","Spanish (Peruvian)","animals","cat","gato","nouns"
"459","Spanish (Argentinian)","animals","cat","gato","nouns"
"460","Spanish (European)","household","cell phone","móvil","nouns"
"461","Spanish (Argentinian)","household","cell phone","celular_Celu","nouns"
"462","Spanish (European)","food_drink","cereal","cereales","nouns"
"463","Spanish (Mexican)","food_drink","cereal","cereal","nouns"
"464","Spanish (Peruvian)","food_drink","cereal","cereal","nouns"
"465","Spanish (Argentinian)","food_drink","cereal","cereales","nouns"
"466","Spanish (European)","household","chair","silla","nouns"
"467","Spanish (Mexican)","furniture_rooms","chair","silla","nouns"
"468","Spanish (Argentinian)","furniture_rooms","chair","silla","nouns"
"469","Spanish (Mexican)","body_parts","cheek","cachete","nouns"
"470","Spanish (Argentinian)","body_parts","cheek","cachete","nouns"
"471","Spanish (European)","food_drink","cheese","queso (quesitos)","nouns"
"472","Spanish (Mexican)","food_drink","cheese","queso","nouns"
"473","Spanish (Peruvian)","food_drink","cheese","queso","nouns"
"474","Spanish (Argentinian)","food_drink","cheese","queso","nouns"
"475","Spanish (European)","animals","chick","pollito","nouns"
"476","Spanish (Mexican)","animals","chick","pollito","nouns"
"477","Spanish (Argentinian)","animals","chick","pollito","nouns"
"478","Spanish (European)","animals","chicken (animal)","gallina","nouns"
"479","Spanish (Peruvian)","animals","chicken (animal)","gallina","nouns"
"480","Spanish (Peruvian)","animals","chicken (animal)","pollito","nouns"
"481","Spanish (European)","food_drink","chicken (food)","pollo","nouns"
"482","Spanish (Mexican)","food_drink","chicken (food)","pollo","nouns"
"483","Spanish (Peruvian)","food_drink","chicken (food)","pollo","nouns"
"484","Spanish (Argentinian)","food_drink","chicken (food)","pollo","nouns"
"485","Spanish (European)","people","child's own name","nombre propio*","other"
"486","Spanish (European)","people","child's own name","nombre propio*","other"
"487","Spanish (European)","people","child's own name","nombre propio*","other"
"488","Spanish (Mexican)","people","child's own name","(nombre del niño/a)","other"
"489","Spanish (Argentinian)","people","child's own name","nombre_del_niño_a","other"
"490","Spanish (European)","body_parts","chin","barbilla","nouns"
"491","Spanish (Peruvian)","body_parts","chin","barbilla","nouns"
"492","Spanish (European)","food_drink","chips","gusanitos","nouns"
"493","Spanish (Mexican)","food_drink","chips","papitas","nouns"
"494","Spanish (Peruvian)","food_drink","chips","papas fritas","nouns"
"495","Spanish (European)","food_drink","chocolate","chocolate","nouns"
"496","Spanish (Mexican)","food_drink","chocolate","chocolate","nouns"
"497","Spanish (Peruvian)","food_drink","chocolate","chocolate","nouns"
"498","Spanish (Argentinian)","food_drink","chocolate","chocolate","nouns"
"499","Spanish (Mexican)","sounds","choo choo","tutú","other"
"500","Spanish (Argentinian)","sounds","choo choo","tu-tú","other"
"501","Spanish (Mexican)","places","church","iglesia/templo","other"
"502","Spanish (Argentinian)","places","church","iglesia_templo","other"
"503","Spanish (Mexican)","household","cigarette","cigarros","nouns"
"504","Spanish (Argentinian)","household","cigarette","cigarrillos_puchos","nouns"
"505","Spanish (Mexican)","places","circus","circo","other"
"506","Spanish (Argentinian)","places","circus","circo","other"
"507","Spanish (Mexican)","toys","clay","plastilina","nouns"
"508","Spanish (Argentinian)","toys","clay","plastilina","nouns"
"509","Spanish (Mexican)","descriptive_words","clean (description)","limpio","predicates"
"510","Spanish (Argentinian)","descriptive_words","clean (description)","limpio","predicates"
"511","Spanish (European)","action_words","climb","subir(se)","predicates"
"512","Spanish (Mexican)","action_words","climb","subir(se)","predicates"
"513","Spanish (Argentinian)","action_words","climb","subir_se","predicates"
"514","Spanish (European)","sounds","clip clop","tocotoc (caballo)","other"
"515","Spanish (Peruvian)","sounds","clip clop","pacatán/tacatá (caballo)","other"
"516","Spanish (European)","action_words","close","cerrar","predicates"
"517","Spanish (Mexican)","action_words","close","cerrar","predicates"
"518","Spanish (Peruvian)","action_words","close","cerrar","predicates"
"519","Spanish (Argentinian)","action_words","close","cerrar","predicates"
"520","Spanish (Mexican)","household","cloth","trapo","nouns"
"521","Spanish (Argentinian)","household","cloth","trapo","nouns"
"522","Spanish (European)","clothing","clothes","ropa","nouns"
"523","Spanish (Mexican)","clothing","clothes","ropa","nouns"
"524","Spanish (Peruvian)","clothing","clothes","ropa","nouns"
"525","Spanish (Argentinian)","clothing","clothes","ropa","nouns"
"526","Spanish (European)","outside_places","cloud","nube","other"
"527","Spanish (Mexican)","outside","cloud","nube","nouns"
"528","Spanish (Peruvian)","outside","cloud","nube","nouns"
"529","Spanish (Argentinian)","outside","cloud","nube","nouns"
"530","Spanish (European)","toys","clown","payaso","nouns"
"531","Spanish (Mexican)","people","clown","payaso","other"
"532","Spanish (Peruvian)","toys","clown","payaso","nouns"
"533","Spanish (Argentinian)","people","clown","payaso","other"
"534","Spanish (European)","clothing","coat","abrigo","nouns"
"535","Spanish (Mexican)","clothing","coat","abrigo","nouns"
"536","Spanish (Argentinian)","clothing","coat","saco","nouns"
"537","Spanish (European)","sounds","cockadoodledoo","Quiquiriquí","other"
"538","Spanish (Mexican)","sounds","cockadoodledoo","quiquiriquí","other"
"539","Spanish (Peruvian)","sounds","cockadoodledoo","quiquiriquí (gallo)","other"
"540","Spanish (Argentinian)","sounds","cockadoodledoo","qui-qui-ri-quí","other"
"541","Spanish (Mexican)","food_drink","coffee","café","nouns"
"542","Spanish (Argentinian)","food_drink","coffee","café","nouns"
"543","Spanish (European)","household","coin","monedas","nouns"
"544","Spanish (Peruvian)","household","coin","monedas","nouns"
"545","Spanish (European)","descriptive_words","cold","frío","predicates"
"546","Spanish (Mexican)","descriptive_words","cold","frío","predicates"
"547","Spanish (Peruvian)","descriptive_words","cold","frío","predicates"
"548","Spanish (Argentinian)","descriptive_words","cold","frío","predicates"
"549","Spanish (European)","action_words","comb (action)","peinar(se)","predicates"
"550","Spanish (Mexican)","action_words","comb (action)","peinar(se)","predicates"
"551","Spanish (Peruvian)","action_words","comb (action)","peinar(se)","predicates"
"552","Spanish (Argentinian)","action_words","comb (action)","peinar_se","predicates"
"553","Spanish (European)","household","comb (object)","peine","nouns"
"554","Spanish (Mexican)","household","comb (object)","peine","nouns"
"555","Spanish (Peruvian)","household","comb (object)","peine","nouns"
"556","Spanish (Argentinian)","household","comb (object)","peine","nouns"
"557","Spanish (European)","action_words","come","venir [ven, vente]","predicates"
"558","Spanish (Mexican)","action_words","come","venir(se)","predicates"
"559","Spanish (Peruvian)","action_words","come","venir [ven/vente]","predicates"
"560","Spanish (Argentinian)","action_words","come","venir_se","predicates"
"561","Spanish (Mexican)","furniture_rooms","computer","computadora","nouns"
"562","Spanish (Peruvian)","household","computer","computadora/laptop/tablet","nouns"
"563","Spanish (Argentinian)","furniture_rooms","computer","computadora_compu","nouns"
"564","Spanish (European)","action_words","cook","cocinar","predicates"
"565","Spanish (Mexican)","action_words","cook","cocinar","predicates"
"566","Spanish (Peruvian)","action_words","cook","cocinar","predicates"
"567","Spanish (Argentinian)","action_words","cook","cocinar","predicates"
"568","Spanish (European)","food_drink","cookie","galleta","nouns"
"569","Spanish (Mexican)","food_drink","cookie","galleta","nouns"
"570","Spanish (Argentinian)","food_drink","cookie","alfajor","nouns"
"571","Spanish (Argentinian)","food_drink","cookie","galletita","nouns"
"572","Spanish (European)","action_words","cool (action)","enfriar(se)","predicates"
"573","Spanish (Peruvian)","action_words","cool (action)","enfriar(se)","predicates"
"574","Spanish (Mexican)","food_drink","corn","elote","nouns"
"575","Spanish (Argentinian)","food_drink","corn","choclo","nouns"
"576","Spanish (European)","household","corridor","pasillo","nouns"
"577","Spanish (Peruvian)","household","corridor","pasadizo/corredor/pasillo","nouns"
"578","Spanish (European)","household","couch","sofá","nouns"
"579","Spanish (Mexican)","furniture_rooms","couch","sillón","nouns"
"580","Spanish (Mexican)","furniture_rooms","couch","sofá","nouns"
"581","Spanish (Peruvian)","household","couch","sillón/sofá","nouns"
"582","Spanish (Argentinian)","furniture_rooms","couch","sillón","nouns"
"583","Spanish (European)","action_words","cough","toser","predicates"
"584","Spanish (Peruvian)","action_words","cough","toser","predicates"
"585","Spanish (European)","outside_places","country","campo","other"
"586","Spanish (Peruvian)","outside","country","campo","nouns"
"587","Spanish (European)","people","cousin","primo","other"
"588","Spanish (European)","people","cousin","prima","other"
"589","Spanish (Mexican)","people","cousin","prima","other"
"590","Spanish (Mexican)","people","cousin","primo","other"
"591","Spanish (Peruvian)","people","cousin","primo(a)","other"
"592","Spanish (Argentinian)","people","cousin","prima","other"
"593","Spanish (Argentinian)","people","cousin","primo","other"
"594","Spanish (European)","action_words","cover (action)","tapar","predicates"
"595","Spanish (Mexican)","action_words","cover (action)","tapar","predicates"
"596","Spanish (Peruvian)","action_words","cover (action)","tapar","predicates"
"597","Spanish (Argentinian)","action_words","cover (action)","tapar","predicates"
"598","Spanish (European)","animals","cow","vaca","nouns"
"599","Spanish (Mexican)","animals","cow","vaca","nouns"
"600","Spanish (Peruvian)","animals","cow","vaca","nouns"
"601","Spanish (Argentinian)","animals","cow","vaca","nouns"
"602","Spanish (European)","vehicles","crane","grúa","nouns"
"603","Spanish (Peruvian)","vehicles","crane","grúa","nouns"
"604","Spanish (Mexican)","toys","crayon","crayolas","nouns"
"605","Spanish (Argentinian)","toys","crayon","crayones","nouns"
"606","Spanish (European)","household","crib","cuna","nouns"
"607","Spanish (Mexican)","furniture_rooms","crib","cuna","nouns"
"608","Spanish (Argentinian)","furniture_rooms","crib","cuna","nouns"
"609","Spanish (European)","animals","crocodile","cocodrilo","nouns"
"610","Spanish (Mexican)","animals","crocodile","cocodrilo","nouns"
"611","Spanish (Peruvian)","animals","crocodile","cocodrilo","nouns"
"612","Spanish (Argentinian)","animals","crocodile","cocodrilo","nouns"
"613","Spanish (European)","food_drink","croquette","croqueta/s","nouns"
"614","Spanish (Peruvian)","food_drink","croquette","croqueta(s)","nouns"
"615","Spanish (European)","action_words","cry","llorar","predicates"
"616","Spanish (Mexican)","action_words","cry","llorar","predicates"
"617","Spanish (Peruvian)","action_words","cry","llorar","predicates"
"618","Spanish (Argentinian)","action_words","cry","llorar","predicates"
"619","Spanish (European)","household","cup","taza","nouns"
"620","Spanish (Mexican)","household","cup","taza","nouns"
"621","Spanish (Peruvian)","household","cup","taza","nouns"
"622","Spanish (Peruvian)","household","cup","vaso","nouns"
"623","Spanish (Argentinian)","household","cup","taza","nouns"
"624","Spanish (European)","household","cushion","cojín","nouns"
"625","Spanish (Peruvian)","household","cushion","cojín","nouns"
"626","Spanish (European)","action_words","cut","cortar","predicates"
"627","Spanish (Mexican)","action_words","cut","cortar","predicates"
"628","Spanish (Peruvian)","action_words","cut","cortar","predicates"
"629","Spanish (Argentinian)","action_words","cut","cortar","predicates"
"630","Spanish (European)","descriptive_words","cute","guapo","predicates"
"631","Spanish (Mexican)","descriptive_words","cute","chulo","predicates"
"632","Spanish (Mexican)","descriptive_words","cute","guapo","predicates"
"633","Spanish (Mexican)","descriptive_words","cute","linda","predicates"
"634","Spanish (Peruvian)","descriptive_words","cute","guapo/churro","predicates"
"635","Spanish (European)","people","daddy","papá (papi)","other"
"636","Spanish (Mexican)","people","daddy","papá","other"
"637","Spanish (Peruvian)","people","daddy","papá/papi","other"
"638","Spanish (Argentinian)","people","daddy","papá_papi","other"
"639","Spanish (European)","action_words","dance","bailar","predicates"
"640","Spanish (Mexican)","action_words","dance","bailar","predicates"
"641","Spanish (Peruvian)","action_words","dance","bailar","predicates"
"642","Spanish (Argentinian)","action_words","dance","bailar","predicates"
"643","Spanish (Mexican)","descriptive_words","dark","oscuro","predicates"
"644","Spanish (Argentinian)","descriptive_words","dark","oscuro","predicates"
"645","Spanish (European)","time_words","day","día","other"
"646","Spanish (Mexican)","time_words","day","día","other"
"647","Spanish (Peruvian)","time_words","day","día","other"
"648","Spanish (Argentinian)","time_words","day","día","other"
"649","Spanish (Mexican)","animals","deer","venado","nouns"
"650","Spanish (Argentinian)","animals","deer","ciervo.bambi","nouns"
"651","Spanish (Peruvian)","action_words","descend","bajar(se)","predicates"
"652","Spanish (Argentinian)","action_words","descend","bajar_se","predicates"
"653","Spanish (European)","clothing","diaper","pañal","nouns"
"654","Spanish (Mexican)","clothing","diaper","pañal","nouns"
"655","Spanish (Peruvian)","clothing","diaper","pañal","nouns"
"656","Spanish (Argentinian)","clothing","diaper","pañales","nouns"
"657","Spanish (Mexican)","descriptive_words","different","diferente","predicates"
"658","Spanish (Argentinian)","descriptive_words","different","diferente_distinto","predicates"
"659","Spanish (European)","action_words","dine","cenar","predicates"
"660","Spanish (Mexican)","action_words","dine","cenar","predicates"
"661","Spanish (Argentinian)","action_words","dine","cenar","predicates"
"662","Spanish (European)","animals","dinosaur","dinosaurio","nouns"
"663","Spanish (Peruvian)","animals","dinosaur","dinosaurio","nouns"
"664","Spanish (European)","descriptive_words","dirty","sucio","predicates"
"665","Spanish (Mexican)","descriptive_words","dirty","sucio","predicates"
"666","Spanish (Peruvian)","descriptive_words","dirty","cochino/sucio/embarrado","predicates"
"667","Spanish (Argentinian)","descriptive_words","dirty","sucio","predicates"
"668","Spanish (European)","action_words","do","hacer [haz, haces...]","predicates"
"669","Spanish (Mexican)","action_words","do","hacer","predicates"
"670","Spanish (Peruvian)","action_words","do","hacer [haz/haces]","predicates"
"671","Spanish (Argentinian)","action_words","do","hacer","predicates"
"672","Spanish (Mexican)","people","doctor","doctor","other"
"673","Spanish (Argentinian)","people","doctor","doctor","other"
"674","Spanish (European)","animals","dog","perro","nouns"
"675","Spanish (Mexican)","animals","dog","perro","nouns"
"676","Spanish (Peruvian)","animals","dog","perro","nouns"
"677","Spanish (Argentinian)","animals","dog","perro","nouns"
"678","Spanish (European)","toys","doll","muñeca","nouns"
"679","Spanish (Mexican)","toys","doll","muñeca","nouns"
"680","Spanish (Peruvian)","toys","doll","muñeca","nouns"
"681","Spanish (Argentinian)","toys","doll","muñeca","nouns"
"682","Spanish (European)","games_routines","don't","eso no","other"
"683","Spanish (Peruvian)","games_routines","don't","eso no","other"
"684","Spanish (European)","animals","donkey","burro","nouns"
"685","Spanish (Mexican)","animals","donkey","burro","nouns"
"686","Spanish (Peruvian)","animals","donkey","burro","nouns"
"687","Spanish (Argentinian)","animals","donkey","burro","nouns"
"688","Spanish (European)","household","door","puerta","nouns"
"689","Spanish (Mexican)","furniture_rooms","door","puerta","nouns"
"690","Spanish (Peruvian)","household","door","puerta","nouns"
"691","Spanish (Argentinian)","furniture_rooms","door","puerta","nouns"
"692","Spanish (Mexican)","outside","doorbell","timbre","nouns"
"693","Spanish (Argentinian)","outside","doorbell","timbre","nouns"
"694","Spanish (Mexican)","locations","down","abajo","function_words"
"695","Spanish (Peruvian)","locations","down","abajo/debajo","function_words"
"696","Spanish (Argentinian)","locations","down","abajo","function_words"
"697","Spanish (European)","action_words","draw","dibujar","predicates"
"698","Spanish (Mexican)","action_words","draw","dibujar","predicates"
"699","Spanish (Peruvian)","action_words","draw","dibujar","predicates"
"700","Spanish (Argentinian)","action_words","draw","dibujar","predicates"
"701","Spanish (Mexican)","furniture_rooms","drawer","cajón","nouns"
"702","Spanish (Peruvian)","household","drawer","cajón","nouns"
"703","Spanish (Argentinian)","furniture_rooms","drawer","cajón","nouns"
"704","Spanish (European)","games_routines","dress (action)","a vestir","other"
"705","Spanish (European)","action_words","dress (action)","vestir(se)","predicates"
"706","Spanish (Peruvian)","games_routines","dress (action)","vístete/ven a vestirte/vamos a vestirte","other"
"707","Spanish (Peruvian)","action_words","dress (action)","vestir(se)","predicates"
"708","Spanish (European)","clothing","dress (object)","vestido","nouns"
"709","Spanish (Mexican)","clothing","dress (object)","vestido","nouns"
"710","Spanish (Peruvian)","clothing","dress (object)","vestido","nouns"
"711","Spanish (Argentinian)","clothing","dress (object)","vestido","nouns"
"712","Spanish (European)","action_words","drink (action)","beber","predicates"
"713","Spanish (Peruvian)","action_words","drink (action)","tomar/beber","predicates"
"714","Spanish (European)","action_words","drive","conducir","predicates"
"715","Spanish (Peruvian)","action_words","drive","manejar","predicates"
"716","Spanish (European)","toys","drum (object)","tambor","nouns"
"717","Spanish (Mexican)","toys","drum (object)","tambor","nouns"
"718","Spanish (Peruvian)","toys","drum (object)","tambor","nouns"
"719","Spanish (Argentinian)","toys","drum (object)","tambor","nouns"
"720","Spanish (Mexican)","descriptive_words","dry (description)","seco","predicates"
"721","Spanish (Argentinian)","descriptive_words","dry (description)","seco","predicates"
"722","Spanish (European)","animals","duck","pato","nouns"
"723","Spanish (Mexican)","animals","duck","pato","nouns"
"724","Spanish (Peruvian)","animals","duck","pato","nouns"
"725","Spanish (Argentinian)","animals","duck","pato","nouns"
"726","Spanish (European)","body_parts","ear","oreja/s","nouns"
"727","Spanish (Mexican)","body_parts","ear","oreja","nouns"
"728","Spanish (Peruvian)","body_parts","ear","oreja(s)","nouns"
"729","Spanish (Argentinian)","body_parts","ear","oreja","nouns"
"730","Spanish (European)","clothing","earring","pendientes","nouns"
"731","Spanish (Mexican)","clothing","earring","aretes","nouns"
"732","Spanish (Peruvian)","clothing","earring","arete(s)","nouns"
"733","Spanish (Argentinian)","clothing","earring","aros","nouns"
"734","Spanish (European)","games_routines","eat","a comer","other"
"735","Spanish (European)","action_words","eat","comer(se)","predicates"
"736","Spanish (Mexican)","action_words","eat","comer(se)","predicates"
"737","Spanish (Peruvian)","action_words","eat","comer(se)","predicates"
"738","Spanish (Argentinian)","action_words","eat","comer_se","predicates"
"739","Spanish (European)","food_drink","egg","huevo","nouns"
"740","Spanish (Mexican)","food_drink","egg","huevo","nouns"
"741","Spanish (Peruvian)","food_drink","egg","huevo","nouns"
"742","Spanish (Argentinian)","food_drink","egg","huevo","nouns"
"743","Spanish (European)","articles","either","tampoco","function_words"
"744","Spanish (Peruvian)","quantifiers","either","tampoco","function_words"
"745","Spanish (European)","animals","elephant","elefante","nouns"
"746","Spanish (Mexican)","animals","elephant","elefante","nouns"
"747","Spanish (Peruvian)","animals","elephant","elefante","nouns"
"748","Spanish (Argentinian)","animals","elephant","elefante","nouns"
"749","Spanish (Mexican)","descriptive_words","empty","vacío","predicates"
"750","Spanish (Peruvian)","descriptive_words","empty","vacío","predicates"
"751","Spanish (Argentinian)","descriptive_words","empty","vacío","predicates"
"752","Spanish (European)","action_words","enter","entrar","predicates"
"753","Spanish (Mexican)","action_words","enter","entrar","predicates"
"754","Spanish (Peruvian)","action_words","enter","caber/entrar","predicates"
"755","Spanish (Peruvian)","action_words","enter","entrar (a alguna parte)","predicates"
"756","Spanish (Argentinian)","action_words","enter","entrar","predicates"
"757","Spanish (European)","articles","everything","todo","function_words"
"758","Spanish (Peruvian)","quantifiers","everything","todo","function_words"
"759","Spanish (European)","body_parts","eye","ojos","nouns"
"760","Spanish (Mexican)","body_parts","eye","ojos","nouns"
"761","Spanish (Peruvian)","body_parts","eye","ojo(s)","nouns"
"762","Spanish (Argentinian)","body_parts","eye","ojos","nouns"
"763","Spanish (European)","body_parts","eyebrow","cejas","nouns"
"764","Spanish (Peruvian)","body_parts","eyebrow","ceja(s)","nouns"
"765","Spanish (European)","body_parts","face","cara","nouns"
"766","Spanish (Mexican)","body_parts","face","cara","nouns"
"767","Spanish (Peruvian)","body_parts","face","cara","nouns"
"768","Spanish (Argentinian)","body_parts","face","cara","nouns"
"769","Spanish (European)","action_words","fall","caer(se)","predicates"
"770","Spanish (Mexican)","action_words","fall","caer(se)","predicates"
"771","Spanish (Peruvian)","action_words","fall","caer(se)","predicates"
"772","Spanish (Argentinian)","action_words","fall","caer_se","predicates"
"773","Spanish (European)","people","family","familia","other"
"774","Spanish (Mexican)","people","family","familia","other"
"775","Spanish (Peruvian)","people","family","familia","other"
"776","Spanish (Argentinian)","people","family","familia","other"
"777","Spanish (Mexican)","locations","far","lejos","function_words"
"778","Spanish (Argentinian)","locations","far","lejos","function_words"
"779","Spanish (Mexican)","descriptive_words","fast","rápido (descriptive)","predicates"
"780","Spanish (Argentinian)","descriptive_words","fast","rápido","predicates"
"781","Spanish (Mexican)","descriptive_words","fat","gordo","predicates"
"782","Spanish (Argentinian)","descriptive_words","fat","gordo","predicates"
"783","Spanish (European)","household","faucet","grifo","nouns"
"784","Spanish (Peruvian)","household","faucet","caño","nouns"
"785","Spanish (Mexican)","places","field","campo","other"
"786","Spanish (Argentinian)","places","field","campo","other"
"787","Spanish (Mexican)","action_words","find","encontrar","predicates"
"788","Spanish (Argentinian)","action_words","find","encontrar","predicates"
"789","Spanish (European)","body_parts","finger","dedo/s","nouns"
"790","Spanish (Mexican)","body_parts","finger","dedo","nouns"
"791","Spanish (Peruvian)","body_parts","finger","dedo(s)","nouns"
"792","Spanish (Argentinian)","body_parts","finger","dedo","nouns"
"793","Spanish (Mexican)","action_words","finish","terminar","predicates"
"794","Spanish (Mexican)","action_words","finish","acabar","predicates"
"795","Spanish (Peruvian)","action_words","finish","terminar(se)/acabar(se)","predicates"
"796","Spanish (Argentinian)","action_words","finish","acabar","predicates"
"797","Spanish (Argentinian)","action_words","finish","terminar","predicates"
"798","Spanish (Mexican)","outside","fire","fuego","nouns"
"799","Spanish (Argentinian)","outside","fire","fuego","nouns"
"800","Spanish (Mexican)","vehicles","firetruck","camión de bombero","nouns"
"801","Spanish (Argentinian)","vehicles","firetruck","camión de bomberos","nouns"
"802","Spanish (Mexican)","descriptive_words","first","primero","predicates"
"803","Spanish (Argentinian)","descriptive_words","first","primero","predicates"
"804","Spanish (European)","animals","fish (animal)","pez","nouns"
"805","Spanish (Mexican)","animals","fish (animal)","pescado","nouns"
"806","Spanish (Peruvian)","animals","fish (animal)","pescado/pez","nouns"
"807","Spanish (Argentinian)","animals","fish (animal)","pescado_pez","nouns"
"808","Spanish (European)","food_drink","fish (food)","pescado","nouns"
"809","Spanish (Mexican)","food_drink","fish (food)","pescado (food_drink)","nouns"
"810","Spanish (Peruvian)","food_drink","fish (food)","pescado","nouns"
"811","Spanish (Argentinian)","food_drink","fish (food)","pescado","nouns"
"812","Spanish (European)","action_words","fit","caber","predicates"
"813","Spanish (Mexican)","action_words","fit","caber","predicates"
"814","Spanish (Mexican)","action_words","fix","arreglar(se)","predicates"
"815","Spanish (Argentinian)","action_words","fix","arreglar_se","predicates"
"816","Spanish (Mexican)","outside","flag","bandera","nouns"
"817","Spanish (Argentinian)","outside","flag","bandera","nouns"
"818","Spanish (European)","household","floor","suelo","nouns"
"819","Spanish (Peruvian)","household","floor","piso/suelo","nouns"
"820","Spanish (Argentinian)","furniture_rooms","floor","piso","nouns"
"821","Spanish (European)","outside_places","flower","flor","other"
"822","Spanish (Mexican)","outside","flower","flor","nouns"
"823","Spanish (Peruvian)","outside","flower","flor","nouns"
"824","Spanish (Argentinian)","outside","flower","flor","nouns"
"825","Spanish (Mexican)","outside","flower pot","maceta","nouns"
"826","Spanish (Argentinian)","outside","flower pot","maceta","nouns"
"827","Spanish (European)","action_words","fly (action)","volar","predicates"
"828","Spanish (Peruvian)","action_words","fly (action)","volar","predicates"
"829","Spanish (Argentinian)","action_words","fly (action)","volar","predicates"
"830","Spanish (European)","animals","fly (animal)","mosca","nouns"
"831","Spanish (Mexican)","animals","fly (animal)","mosca","nouns"
"832","Spanish (Argentinian)","animals","fly (animal)","mosca","nouns"
"833","Spanish (European)","food_drink","food","comida","nouns"
"834","Spanish (Mexican)","food_drink","food","comida","nouns"
"835","Spanish (Peruvian)","food_drink","food","comida/papa","nouns"
"836","Spanish (European)","body_parts","foot","pié/s","nouns"
"837","Spanish (Mexican)","body_parts","foot","pies","nouns"
"838","Spanish (Peruvian)","body_parts","foot","pie(s)","nouns"
"839","Spanish (Argentinian)","body_parts","foot","pies.pata","nouns"
"840","Spanish (European)","locations","for","para","function_words"
"841","Spanish (Mexican)","prepositions","for","para","function_words"
"842","Spanish (Mexican)","connecting_words","for","pues","function_words"
"843","Spanish (Peruvian)","locations","for","para","function_words"
"844","Spanish (Peruvian)","locations","for","por","function_words"
"845","Spanish (Argentinian)","quantifiers","for","para","function_words"
"846","Spanish (Mexican)","places","forest","bosque","other"
"847","Spanish (Argentinian)","places","forest","bosque","other"
"848","Spanish (European)","household","fork","tenedor","nouns"
"849","Spanish (Mexican)","household","fork","tenedor","nouns"
"850","Spanish (Peruvian)","household","fork","tenedor","nouns"
"851","Spanish (Argentinian)","household","fork","tenedor","nouns"
"852","Spanish (European)","articles","four","cuatro","function_words"
"853","Spanish (Peruvian)","quantifiers","four","cuatro","function_words"
"854","Spanish (European)","animals","fox","zorro","nouns"
"855","Spanish (Peruvian)","animals","fox","zorro","nouns"
"856","Spanish (Mexican)","people","friend","amiga","other"
"857","Spanish (Mexican)","people","friend","amigo","other"
"858","Spanish (Argentinian)","people","friend","amiga","other"
"859","Spanish (Argentinian)","people","friend","amigo","other"
"860","Spanish (European)","animals","frog","rana","nouns"
"861","Spanish (Mexican)","animals","frog","rana","nouns"
"862","Spanish (Peruvian)","animals","frog","rana","nouns"
"863","Spanish (Argentinian)","animals","frog","rana","nouns"
"864","Spanish (European)","food_drink","fruit","fruta","nouns"
"865","Spanish (Peruvian)","food_drink","fruit","fruta","nouns"
"866","Spanish (European)","descriptive_words","full","lleno","predicates"
"867","Spanish (Mexican)","descriptive_words","full","lleno","predicates"
"868","Spanish (Peruvian)","descriptive_words","full","lleno","predicates"
"869","Spanish (Argentinian)","descriptive_words","full","lleno","predicates"
"870","Spanish (Mexican)","furniture_rooms","furniture","mueble","nouns"
"871","Spanish (Argentinian)","furniture_rooms","furniture","mueble","nouns"
"872","Spanish (European)","household","garage","garaje/cochera","nouns"
"873","Spanish (Mexican)","furniture_rooms","garage","cochera/garage","nouns"
"874","Spanish (Peruvian)","household","garage","garaje/cochera","nouns"
"875","Spanish (Argentinian)","furniture_rooms","garage","cochera_garage","nouns"
"876","Spanish (Mexican)","places","garden","jardín","other"
"877","Spanish (Argentinian)","places","garden","jardín","other"
"878","Spanish (European)","action_words","gift (action)","regalar","predicates"
"879","Spanish (Peruvian)","action_words","gift (action)","regalar","predicates"
"880","Spanish (European)","animals","giraffe","jirafa","nouns"
"881","Spanish (Mexican)","animals","giraffe","jirafa","nouns"
"882","Spanish (Peruvian)","animals","giraffe","jirafa","nouns"
"883","Spanish (Argentinian)","animals","giraffe","jirafa","nouns"
"884","Spanish (Mexican)","people","girl","niña","other"
"885","Spanish (Argentinian)","people","girl","niña_nena","other"
"886","Spanish (European)","action_words","give","dar","predicates"
"887","Spanish (Mexican)","action_words","give","regalar","predicates"
"888","Spanish (Mexican)","action_words","give","dar","predicates"
"889","Spanish (Peruvian)","action_words","give","dar/pasar","predicates"
"890","Spanish (Argentinian)","action_words","give","dar","predicates"
"891","Spanish (Argentinian)","action_words","give","regalar","predicates"
"892","Spanish (European)","household","glass","vaso","nouns"
"893","Spanish (Mexican)","household","glass","vasos","nouns"
"894","Spanish (Argentinian)","household","glass","vaso","nouns"
"895","Spanish (European)","clothing","glasses","gafas","nouns"
"896","Spanish (Mexican)","clothing","glasses","lentes","nouns"
"897","Spanish (Peruvian)","clothing","glasses","anteojos/lentes","nouns"
"898","Spanish (Argentinian)","clothing","glasses","anteojos_lentes","nouns"
"899","Spanish (European)","clothing","glove","guantes","nouns"
